Vocab size: 8,192
Target hardware preset: NVIDIA A100-SXM4-80GB x1
MFU baseline FLOPs: 3.120e+14 (device-name:A100)
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 7, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'S'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 22,020,608
  scalars                 : 14
  total                   : 47,186,446
Estimated FLOPs per token: 1.793096e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011397 | lrm: 0.00 | dt: 14658ms | tok/sec: 8,941 | mfu: 0.5% | epoch: 1 | remaining: 300s    
step 01402 (78.1%) | loss: 2.970109 | lrm: 0.28 | dt: 173ms | tok/sec: 755,606 | mfu: 43.4% | epoch: 1 | remaining: 66s    
step 01403 (78.1%) | loss: 2.969577 | lrm: 0.28 | dt: 167ms | tok/sec: 782,858 | mfu: 45.0% | epoch: 1 | remaining: 65s    
step 01404 (78.2%) | loss: 2.968057 | lrm: 0.28 | dt: 167ms | tok/sec: 785,291 | mfu: 45.1% | epoch: 1 | remaining: 65s    
step 01405 (78.3%) | loss: 2.969816 | lrm: 0.28 | dt: 168ms | tok/sec: 781,784 | mfu: 44.9% | epoch: 1 | remaining: 65s    
step 01406 (78.3%) | loss: 2.965420 | lrm: 0.28 | dt: 170ms | tok/sec: 773,120 | mfu: 44.4% | epoch: 1 | remaining: 65s    
step 01407 (78.4%) | loss: 2.970331 | lrm: 0.28 | dt: 168ms | tok/sec: 779,687 | mfu: 44.8% | epoch: 1 | remaining: 65s    
step 01408 (78.4%) | loss: 2.966230 | lrm: 0.28 | dt: 168ms | tok/sec: 781,699 | mfu: 44.9% | epoch: 1 | remaining: 65s    
step 01409 (78.5%) | loss: 2.966533 | lrm: 0.28 | dt: 169ms | tok/sec: 774,997 | mfu: 44.5% | epoch: 1 | remaining: 64s    
step 01410 (78.5%) | loss: 2.962027 | lrm: 0.28 | dt: 167ms | tok/sec: 782,875 | mfu: 45.0% | epoch: 1 | remaining: 64s    
step 01411 (78.6%) | loss: 2.965117 | lrm: 0.28 | dt: 167ms | tok/sec: 784,728 | mfu: 45.1% | epoch: 1 | remaining: 64s    
step 01412 (78.6%) | loss: 2.975608 | lrm: 0.28 | dt: 174ms | tok/sec: 753,421 | mfu: 43.3% | epoch: 1 | remaining: 64s    
step 01413 (78.7%) | loss: 2.972906 | lrm: 0.27 | dt: 166ms | tok/sec: 789,002 | mfu: 45.3% | epoch: 1 | remaining: 64s    
step 01414 (78.8%) | loss: 2.975043 | lrm: 0.27 | dt: 167ms | tok/sec: 786,610 | mfu: 45.2% | epoch: 1 | remaining: 64s    
step 01415 (78.8%) | loss: 2.973465 | lrm: 0.27 | dt: 168ms | tok/sec: 781,081 | mfu: 44.9% | epoch: 1 | remaining: 63s    
step 01416 (78.9%) | loss: 2.970058 | lrm: 0.27 | dt: 168ms | tok/sec: 779,944 | mfu: 44.8% | epoch: 1 | remaining: 63s    
step 01417 (78.9%) | loss: 2.967320 | lrm: 0.27 | dt: 167ms | tok/sec: 785,861 | mfu: 45.2% | epoch: 1 | remaining: 63s    
step 01418 (79.0%) | loss: 2.966305 | lrm: 0.27 | dt: 167ms | tok/sec: 785,701 | mfu: 45.2% | epoch: 1 | remaining: 63s    
step 01419 (79.0%) | loss: 2.960036 | lrm: 0.27 | dt: 167ms | tok/sec: 782,891 | mfu: 45.0% | epoch: 1 | remaining: 63s    
step 01420 (79.1%) | loss: 2.960149 | lrm: 0.27 | dt: 168ms | tok/sec: 780,577 | mfu: 44.9% | epoch: 1 | remaining: 63s    
step 01421 (79.2%) | loss: 2.966969 | lrm: 0.27 | dt: 167ms | tok/sec: 783,971 | mfu: 45.1% | epoch: 1 | remaining: 62s    
step 01422 (79.2%) | loss: 2.959228 | lrm: 0.27 | dt: 167ms | tok/sec: 782,534 | mfu: 45.0% | epoch: 1 | remaining: 62s    
step 01423 (79.3%) | loss: 2.958318 | lrm: 0.27 | dt: 168ms | tok/sec: 780,963 | mfu: 44.9% | epoch: 1 | remaining: 62s    
step 01424 (79.3%) | loss: 2.962795 | lrm: 0.27 | dt: 168ms | tok/sec: 779,877 | mfu: 44.8% | epoch: 1 | remaining: 62s    
step 01425 (79.4%) | loss: 2.960669 | lrm: 0.27 | dt: 167ms | tok/sec: 786,734 | mfu: 45.2% | epoch: 1 | remaining: 62s    
step 01426 (79.4%) | loss: 2.965968 | lrm: 0.27 | dt: 168ms | tok/sec: 778,984 | mfu: 44.8% | epoch: 1 | remaining: 62s    
step 01427 (79.5%) | loss: 2.968911 | lrm: 0.27 | dt: 169ms | tok/sec: 777,191 | mfu: 44.7% | epoch: 1 | remaining: 61s    
step 01428 (79.5%) | loss: 2.963633 | lrm: 0.27 | dt: 168ms | tok/sec: 782,005 | mfu: 44.9% | epoch: 1 | remaining: 61s    
step 01429 (79.6%) | loss: 2.958394 | lrm: 0.27 | dt: 167ms | tok/sec: 784,781 | mfu: 45.1% | epoch: 1 | remaining: 61s    
step 01430 (79.7%) | loss: 2.961807 | lrm: 0.26 | dt: 174ms | tok/sec: 753,511 | mfu: 43.3% | epoch: 1 | remaining: 61s    
step 01431 (79.7%) | loss: 2.966843 | lrm: 0.26 | dt: 166ms | tok/sec: 789,930 | mfu: 45.4% | epoch: 1 | remaining: 61s    
step 01432 (79.8%) | loss: 2.958515 | lrm: 0.26 | dt: 167ms | tok/sec: 783,908 | mfu: 45.1% | epoch: 1 | remaining: 61s    
step 01433 (79.8%) | loss: 2.958578 | lrm: 0.26 | dt: 169ms | tok/sec: 775,085 | mfu: 44.5% | epoch: 1 | remaining: 60s    
step 01434 (79.9%) | loss: 2.964975 | lrm: 0.26 | dt: 168ms | tok/sec: 782,163 | mfu: 45.0% | epoch: 1 | remaining: 60s    
step 01435 (79.9%) | loss: 2.965012 | lrm: 0.26 | dt: 175ms | tok/sec: 749,249 | mfu: 43.1% | epoch: 1 | remaining: 60s    
step 01436 (80.0%) | loss: 2.962967 | lrm: 0.26 | dt: 167ms | tok/sec: 782,726 | mfu: 45.0% | epoch: 1 | remaining: 60s    
step 01437 (80.1%) | loss: 2.960640 | lrm: 0.26 | dt: 167ms | tok/sec: 785,310 | mfu: 45.1% | epoch: 1 | remaining: 60s    
step 01438 (80.1%) | loss: 2.966458 | lrm: 0.26 | dt: 167ms | tok/sec: 785,259 | mfu: 45.1% | epoch: 1 | remaining: 60s    
step 01439 (80.2%) | loss: 2.965645 | lrm: 0.26 | dt: 169ms | tok/sec: 776,173 | mfu: 44.6% | epoch: 1 | remaining: 59s    
step 01440 (80.2%) | loss: 2.969647 | lrm: 0.26 | dt: 178ms | tok/sec: 736,609 | mfu: 42.3% | epoch: 1 | remaining: 59s    
step 01441 (80.3%) | loss: 2.962302 | lrm: 0.26 | dt: 167ms | tok/sec: 786,315 | mfu: 45.2% | epoch: 1 | remaining: 59s    
step 01442 (80.3%) | loss: 2.960472 | lrm: 0.26 | dt: 167ms | tok/sec: 783,737 | mfu: 45.0% | epoch: 1 | remaining: 59s    
step 01443 (80.4%) | loss: 2.961933 | lrm: 0.26 | dt: 167ms | tok/sec: 783,832 | mfu: 45.0% | epoch: 1 | remaining: 59s    
step 01444 (80.4%) | loss: 2.961232 | lrm: 0.26 | dt: 168ms | tok/sec: 779,533 | mfu: 44.8% | epoch: 1 | remaining: 58s    
step 01445 (80.5%) | loss: 2.959871 | lrm: 0.26 | dt: 168ms | tok/sec: 782,301 | mfu: 45.0% | epoch: 1 | remaining: 58s    
step 01446 (80.6%) | loss: 2.961981 | lrm: 0.26 | dt: 167ms | tok/sec: 785,751 | mfu: 45.2% | epoch: 1 | remaining: 58s    
step 01447 (80.6%) | loss: 2.961188 | lrm: 0.25 | dt: 167ms | tok/sec: 783,967 | mfu: 45.1% | epoch: 1 | remaining: 58s    
step 01448 (80.7%) | loss: 2.950201 | lrm: 0.25 | dt: 169ms | tok/sec: 775,991 | mfu: 44.6% | epoch: 1 | remaining: 58s    
step 01449 (80.7%) | loss: 2.949117 | lrm: 0.25 | dt: 168ms | tok/sec: 780,782 | mfu: 44.9% | epoch: 1 | remaining: 58s    
step 01450 (80.8%) | loss: 2.944014 | lrm: 0.25 | dt: 168ms | tok/sec: 781,860 | mfu: 44.9% | epoch: 1 | remaining: 57s    
step 01451 (80.8%) | loss: 2.944318 | lrm: 0.25 | dt: 168ms | tok/sec: 780,094 | mfu: 44.8% | epoch: 1 | remaining: 57s    
step 01452 (80.9%) | loss: 2.945768 | lrm: 0.25 | dt: 168ms | tok/sec: 780,151 | mfu: 44.8% | epoch: 1 | remaining: 57s    
step 01453 (80.9%) | loss: 2.962644 | lrm: 0.25 | dt: 175ms | tok/sec: 749,091 | mfu: 43.1% | epoch: 1 | remaining: 57s    
step 01454 (81.0%) | loss: 2.965272 | lrm: 0.25 | dt: 167ms | tok/sec: 785,659 | mfu: 45.2% | epoch: 1 | remaining: 57s    
step 01455 (81.1%) | loss: 2.965922 | lrm: 0.25 | dt: 167ms | tok/sec: 787,072 | mfu: 45.2% | epoch: 1 | remaining: 57s    
step 01456 (81.1%) | loss: 2.961694 | lrm: 0.25 | dt: 168ms | tok/sec: 780,385 | mfu: 44.8% | epoch: 1 | remaining: 56s    
step 01457 (81.2%) | loss: 2.966871 | lrm: 0.25 | dt: 168ms | tok/sec: 778,144 | mfu: 44.7% | epoch: 1 | remaining: 56s    
step 01458 (81.2%) | loss: 2.962527 | lrm: 0.25 | dt: 168ms | tok/sec: 781,817 | mfu: 44.9% | epoch: 1 | remaining: 56s    
step 01459 (81.3%) | loss: 2.962097 | lrm: 0.25 | dt: 180ms | tok/sec: 726,701 | mfu: 41.8% | epoch: 1 | remaining: 56s    
step 01460 (81.3%) | loss: 2.960189 | lrm: 0.25 | dt: 166ms | tok/sec: 787,739 | mfu: 45.3% | epoch: 1 | remaining: 56s    
step 01461 (81.4%) | loss: 2.966281 | lrm: 0.25 | dt: 168ms | tok/sec: 782,204 | mfu: 45.0% | epoch: 1 | remaining: 56s    
step 01462 (81.5%) | loss: 2.962581 | lrm: 0.25 | dt: 168ms | tok/sec: 780,066 | mfu: 44.8% | epoch: 1 | remaining: 55s    
step 01463 (81.5%) | loss: 2.965266 | lrm: 0.25 | dt: 167ms | tok/sec: 784,732 | mfu: 45.1% | epoch: 1 | remaining: 55s    
step 01464 (81.6%) | loss: 2.959803 | lrm: 0.24 | dt: 167ms | tok/sec: 783,088 | mfu: 45.0% | epoch: 1 | remaining: 55s    
step 01465 (81.6%) | loss: 2.953000 | lrm: 0.24 | dt: 168ms | tok/sec: 778,992 | mfu: 44.8% | epoch: 1 | remaining: 55s    
step 01466 (81.7%) | loss: 2.953773 | lrm: 0.24 | dt: 168ms | tok/sec: 781,373 | mfu: 44.9% | epoch: 1 | remaining: 55s    
step 01467 (81.7%) | loss: 2.949785 | lrm: 0.24 | dt: 167ms | tok/sec: 783,712 | mfu: 45.0% | epoch: 1 | remaining: 55s    
step 01468 (81.8%) | loss: 2.950235 | lrm: 0.24 | dt: 168ms | tok/sec: 778,359 | mfu: 44.7% | epoch: 1 | remaining: 54s    
step 01469 (81.8%) | loss: 2.953200 | lrm: 0.24 | dt: 168ms | tok/sec: 780,206 | mfu: 44.8% | epoch: 1 | remaining: 54s    
step 01470 (81.9%) | loss: 2.960081 | lrm: 0.24 | dt: 167ms | tok/sec: 785,006 | mfu: 45.1% | epoch: 1 | remaining: 54s    
step 01471 (82.0%) | loss: 2.959222 | lrm: 0.24 | dt: 167ms | tok/sec: 783,278 | mfu: 45.0% | epoch: 1 | remaining: 54s    
step 01472 (82.0%) | loss: 2.955639 | lrm: 0.24 | dt: 168ms | tok/sec: 781,229 | mfu: 44.9% | epoch: 1 | remaining: 54s    
step 01473 (82.1%) | loss: 2.957680 | lrm: 0.24 | dt: 167ms | tok/sec: 784,354 | mfu: 45.1% | epoch: 1 | remaining: 54s    
step 01474 (82.1%) | loss: 2.958378 | lrm: 0.24 | dt: 168ms | tok/sec: 781,246 | mfu: 44.9% | epoch: 1 | remaining: 53s    
step 01475 (82.2%) | loss: 2.958933 | lrm: 0.24 | dt: 168ms | tok/sec: 778,367 | mfu: 44.7% | epoch: 1 | remaining: 53s    
step 01476 (82.2%) | loss: 2.955510 | lrm: 0.24 | dt: 167ms | tok/sec: 783,515 | mfu: 45.0% | epoch: 1 | remaining: 53s    
step 01477 (82.3%) | loss: 2.946395 | lrm: 0.24 | dt: 168ms | tok/sec: 781,717 | mfu: 44.9% | epoch: 1 | remaining: 53s    
step 01478 (82.4%) | loss: 2.951765 | lrm: 0.24 | dt: 168ms | tok/sec: 779,148 | mfu: 44.8% | epoch: 1 | remaining: 53s    
step 01479 (82.4%) | loss: 2.951219 | lrm: 0.24 | dt: 168ms | tok/sec: 781,824 | mfu: 44.9% | epoch: 1 | remaining: 53s    
step 01480 (82.5%) | loss: 2.949026 | lrm: 0.24 | dt: 166ms | tok/sec: 787,756 | mfu: 45.3% | epoch: 1 | remaining: 52s    
step 01481 (82.5%) | loss: 2.949089 | lrm: 0.23 | dt: 169ms | tok/sec: 777,540 | mfu: 44.7% | epoch: 1 | remaining: 52s    
step 01482 (82.6%) | loss: 2.946762 | lrm: 0.23 | dt: 168ms | tok/sec: 779,316 | mfu: 44.8% | epoch: 1 | remaining: 52s    
step 01483 (82.6%) | loss: 2.945665 | lrm: 0.23 | dt: 167ms | tok/sec: 786,822 | mfu: 45.2% | epoch: 1 | remaining: 52s    
step 01484 (82.7%) | loss: 2.943519 | lrm: 0.23 | dt: 168ms | tok/sec: 782,098 | mfu: 44.9% | epoch: 1 | remaining: 52s    
step 01485 (82.7%) | loss: 2.941951 | lrm: 0.23 | dt: 169ms | tok/sec: 776,163 | mfu: 44.6% | epoch: 1 | remaining: 52s    
step 01486 (82.8%) | loss: 2.945408 | lrm: 0.23 | dt: 167ms | tok/sec: 786,664 | mfu: 45.2% | epoch: 1 | remaining: 51s    
step 01487 (82.9%) | loss: 2.941413 | lrm: 0.23 | dt: 168ms | tok/sec: 779,466 | mfu: 44.8% | epoch: 1 | remaining: 51s    
step 01488 (82.9%) | loss: 2.942367 | lrm: 0.23 | dt: 169ms | tok/sec: 776,730 | mfu: 44.6% | epoch: 1 | remaining: 51s    
step 01489 (83.0%) | loss: 2.938035 | lrm: 0.23 | dt: 167ms | tok/sec: 783,454 | mfu: 45.0% | epoch: 1 | remaining: 51s    
step 01490 (83.0%) | loss: 2.944947 | lrm: 0.23 | dt: 167ms | tok/sec: 785,154 | mfu: 45.1% | epoch: 1 | remaining: 51s    
step 01491 (83.1%) | loss: 2.947465 | lrm: 0.23 | dt: 167ms | tok/sec: 782,536 | mfu: 45.0% | epoch: 1 | remaining: 51s    
step 01492 (83.1%) | loss: 2.939581 | lrm: 0.23 | dt: 168ms | tok/sec: 781,375 | mfu: 44.9% | epoch: 1 | remaining: 50s    
step 01493 (83.2%) | loss: 2.941609 | lrm: 0.23 | dt: 167ms | tok/sec: 784,841 | mfu: 45.1% | epoch: 1 | remaining: 50s    
step 01494 (83.2%) | loss: 2.945439 | lrm: 0.23 | dt: 167ms | tok/sec: 782,624 | mfu: 45.0% | epoch: 1 | remaining: 50s    
step 01495 (83.3%) | loss: 2.945316 | lrm: 0.23 | dt: 169ms | tok/sec: 775,751 | mfu: 44.6% | epoch: 1 | remaining: 50s    
step 01496 (83.4%) | loss: 2.955356 | lrm: 0.23 | dt: 167ms | tok/sec: 784,652 | mfu: 45.1% | epoch: 1 | remaining: 50s    
step 01497 (83.4%) | loss: 2.954766 | lrm: 0.23 | dt: 167ms | tok/sec: 783,171 | mfu: 45.0% | epoch: 1 | remaining: 50s    
step 01498 (83.5%) | loss: 2.948672 | lrm: 0.22 | dt: 168ms | tok/sec: 779,115 | mfu: 44.8% | epoch: 1 | remaining: 49s    
step 01499 (83.5%) | loss: 2.945650 | lrm: 0.22 | dt: 167ms | tok/sec: 783,934 | mfu: 45.1% | epoch: 1 | remaining: 49s    
step 01500 (83.6%) | loss: 2.941712 | lrm: 0.22 | dt: 167ms | tok/sec: 784,406 | mfu: 45.1% | epoch: 1 | remaining: 49s    
step 01501 (83.6%) | loss: 2.937769 | lrm: 0.22 | dt: 168ms | tok/sec: 780,573 | mfu: 44.9% | epoch: 1 | remaining: 49s    
step 01502 (83.7%) | loss: 2.940106 | lrm: 0.22 | dt: 168ms | tok/sec: 780,965 | mfu: 44.9% | epoch: 1 | remaining: 49s    
step 01503 (83.7%) | loss: 2.937992 | lrm: 0.22 | dt: 167ms | tok/sec: 784,228 | mfu: 45.1% | epoch: 1 | remaining: 49s    
step 01504 (83.8%) | loss: 2.936948 | lrm: 0.22 | dt: 167ms | tok/sec: 783,645 | mfu: 45.0% | epoch: 1 | remaining: 48s    
step 01505 (83.9%) | loss: 2.932363 | lrm: 0.22 | dt: 169ms | tok/sec: 776,368 | mfu: 44.6% | epoch: 1 | remaining: 48s    
step 01506 (83.9%) | loss: 2.939903 | lrm: 0.22 | dt: 168ms | tok/sec: 781,817 | mfu: 44.9% | epoch: 1 | remaining: 48s    
step 01507 (84.0%) | loss: 2.935869 | lrm: 0.22 | dt: 167ms | tok/sec: 785,109 | mfu: 45.1% | epoch: 1 | remaining: 48s    
step 01508 (84.0%) | loss: 2.941193 | lrm: 0.22 | dt: 169ms | tok/sec: 775,783 | mfu: 44.6% | epoch: 1 | remaining: 48s    
step 01509 (84.1%) | loss: 2.941539 | lrm: 0.22 | dt: 168ms | tok/sec: 781,764 | mfu: 44.9% | epoch: 1 | remaining: 48s    
step 01510 (84.1%) | loss: 2.945593 | lrm: 0.22 | dt: 167ms | tok/sec: 785,428 | mfu: 45.1% | epoch: 1 | remaining: 47s    
step 01511 (84.2%) | loss: 2.940967 | lrm: 0.22 | dt: 167ms | tok/sec: 782,714 | mfu: 45.0% | epoch: 1 | remaining: 47s    
step 01512 (84.3%) | loss: 2.944519 | lrm: 0.22 | dt: 168ms | tok/sec: 782,510 | mfu: 45.0% | epoch: 1 | remaining: 47s    
step 01513 (84.3%) | loss: 2.947459 | lrm: 0.22 | dt: 167ms | tok/sec: 785,365 | mfu: 45.1% | epoch: 1 | remaining: 47s    
step 01514 (84.4%) | loss: 2.947293 | lrm: 0.22 | dt: 168ms | tok/sec: 781,470 | mfu: 44.9% | epoch: 1 | remaining: 47s    
step 01515 (84.4%) | loss: 2.950179 | lrm: 0.21 | dt: 168ms | tok/sec: 781,517 | mfu: 44.9% | epoch: 1 | remaining: 47s    
step 01516 (84.5%) | loss: 2.951157 | lrm: 0.21 | dt: 168ms | tok/sec: 781,652 | mfu: 44.9% | epoch: 1 | remaining: 46s    
step 01517 (84.5%) | loss: 2.957015 | lrm: 0.21 | dt: 167ms | tok/sec: 782,829 | mfu: 45.0% | epoch: 1 | remaining: 46s    
step 01518 (84.6%) | loss: 2.954846 | lrm: 0.21 | dt: 169ms | tok/sec: 777,277 | mfu: 44.7% | epoch: 1 | remaining: 46s    
step 01519 (84.6%) | loss: 2.951507 | lrm: 0.21 | dt: 168ms | tok/sec: 782,366 | mfu: 45.0% | epoch: 1 | remaining: 46s    
step 01520 (84.7%) | loss: 2.949298 | lrm: 0.21 | dt: 167ms | tok/sec: 783,651 | mfu: 45.0% | epoch: 1 | remaining: 46s    
step 01521 (84.8%) | loss: 2.941866 | lrm: 0.21 | dt: 167ms | tok/sec: 783,428 | mfu: 45.0% | epoch: 1 | remaining: 46s    
step 01522 (84.8%) | loss: 2.935307 | lrm: 0.21 | dt: 168ms | tok/sec: 779,741 | mfu: 44.8% | epoch: 1 | remaining: 45s    
step 01523 (84.9%) | loss: 2.931058 | lrm: 0.21 | dt: 166ms | tok/sec: 790,463 | mfu: 45.4% | epoch: 1 | remaining: 45s    
step 01524 (84.9%) | loss: 2.930332 | lrm: 0.21 | dt: 168ms | tok/sec: 778,618 | mfu: 44.7% | epoch: 1 | remaining: 45s    
step 01525 (85.0%) | loss: 2.937063 | lrm: 0.21 | dt: 168ms | tok/sec: 779,222 | mfu: 44.8% | epoch: 1 | remaining: 45s    
step 01526 (85.0%) | loss: 2.942228 | lrm: 0.21 | dt: 167ms | tok/sec: 783,910 | mfu: 45.1% | epoch: 1 | remaining: 45s    
step 01527 (85.1%) | loss: 2.941812 | lrm: 0.21 | dt: 167ms | tok/sec: 785,720 | mfu: 45.2% | epoch: 1 | remaining: 45s    
step 01528 (85.1%) | loss: 2.940960 | lrm: 0.21 | dt: 169ms | tok/sec: 774,136 | mfu: 44.5% | epoch: 1 | remaining: 44s    
step 01529 (85.2%) | loss: 2.939912 | lrm: 0.21 | dt: 168ms | tok/sec: 781,430 | mfu: 44.9% | epoch: 1 | remaining: 44s    
step 01530 (85.3%) | loss: 2.932968 | lrm: 0.21 | dt: 168ms | tok/sec: 780,643 | mfu: 44.9% | epoch: 1 | remaining: 44s    
step 01531 (85.3%) | loss: 2.936396 | lrm: 0.21 | dt: 169ms | tok/sec: 773,895 | mfu: 44.5% | epoch: 1 | remaining: 44s    
step 01532 (85.4%) | loss: 2.931623 | lrm: 0.20 | dt: 168ms | tok/sec: 780,838 | mfu: 44.9% | epoch: 1 | remaining: 44s    
step 01533 (85.4%) | loss: 2.930994 | lrm: 0.20 | dt: 167ms | tok/sec: 784,575 | mfu: 45.1% | epoch: 1 | remaining: 44s    
step 01534 (85.5%) | loss: 2.928678 | lrm: 0.20 | dt: 168ms | tok/sec: 778,470 | mfu: 44.7% | epoch: 1 | remaining: 43s    
step 01535 (85.5%) | loss: 2.931315 | lrm: 0.20 | dt: 168ms | tok/sec: 782,402 | mfu: 45.0% | epoch: 1 | remaining: 43s    
step 01536 (85.6%) | loss: 2.933083 | lrm: 0.20 | dt: 168ms | tok/sec: 782,326 | mfu: 45.0% | epoch: 1 | remaining: 43s    
step 01537 (85.6%) | loss: 2.939142 | lrm: 0.20 | dt: 167ms | tok/sec: 782,592 | mfu: 45.0% | epoch: 1 | remaining: 43s    
step 01538 (85.7%) | loss: 2.939152 | lrm: 0.20 | dt: 168ms | tok/sec: 779,888 | mfu: 44.8% | epoch: 1 | remaining: 43s    
step 01539 (85.8%) | loss: 2.941121 | lrm: 0.20 | dt: 166ms | tok/sec: 788,849 | mfu: 45.3% | epoch: 1 | remaining: 43s    
step 01540 (85.8%) | loss: 2.937986 | lrm: 0.20 | dt: 168ms | tok/sec: 780,902 | mfu: 44.9% | epoch: 1 | remaining: 42s    
step 01541 (85.9%) | loss: 2.935031 | lrm: 0.20 | dt: 168ms | tok/sec: 781,109 | mfu: 44.9% | epoch: 1 | remaining: 42s    
step 01542 (85.9%) | loss: 2.940167 | lrm: 0.20 | dt: 168ms | tok/sec: 781,278 | mfu: 44.9% | epoch: 1 | remaining: 42s    
step 01543 (86.0%) | loss: 2.941283 | lrm: 0.20 | dt: 167ms | tok/sec: 785,697 | mfu: 45.2% | epoch: 1 | remaining: 42s    
step 01544 (86.0%) | loss: 2.946598 | lrm: 0.20 | dt: 168ms | tok/sec: 779,425 | mfu: 44.8% | epoch: 1 | remaining: 42s    
step 01545 (86.1%) | loss: 2.941133 | lrm: 0.20 | dt: 167ms | tok/sec: 785,542 | mfu: 45.1% | epoch: 1 | remaining: 42s    
step 01546 (86.2%) | loss: 2.939100 | lrm: 0.20 | dt: 167ms | tok/sec: 785,478 | mfu: 45.1% | epoch: 1 | remaining: 41s    
step 01547 (86.2%) | loss: 2.947157 | lrm: 0.20 | dt: 167ms | tok/sec: 783,056 | mfu: 45.0% | epoch: 1 | remaining: 41s    
step 01548 (86.3%) | loss: 2.954900 | lrm: 0.19 | dt: 169ms | tok/sec: 776,102 | mfu: 44.6% | epoch: 1 | remaining: 41s    
step 01549 (86.3%) | loss: 2.950589 | lrm: 0.19 | dt: 167ms | tok/sec: 782,780 | mfu: 45.0% | epoch: 1 | remaining: 41s    
step 01550 (86.4%) | loss: 2.953786 | lrm: 0.19 | dt: 167ms | tok/sec: 783,848 | mfu: 45.0% | epoch: 1 | remaining: 41s    
step 01551 (86.4%) | loss: 2.946883 | lrm: 0.19 | dt: 168ms | tok/sec: 781,678 | mfu: 44.9% | epoch: 1 | remaining: 41s    
step 01552 (86.5%) | loss: 2.942279 | lrm: 0.19 | dt: 168ms | tok/sec: 780,709 | mfu: 44.9% | epoch: 1 | remaining: 40s    
step 01553 (86.5%) | loss: 2.934887 | lrm: 0.19 | dt: 175ms | tok/sec: 749,006 | mfu: 43.0% | epoch: 1 | remaining: 40s    
step 01554 (86.6%) | loss: 2.932307 | lrm: 0.19 | dt: 167ms | tok/sec: 786,306 | mfu: 45.2% | epoch: 1 | remaining: 40s    
step 01555 (86.7%) | loss: 2.933297 | lrm: 0.19 | dt: 167ms | tok/sec: 784,039 | mfu: 45.1% | epoch: 1 | remaining: 40s    
step 01556 (86.7%) | loss: 2.930063 | lrm: 0.19 | dt: 168ms | tok/sec: 780,080 | mfu: 44.8% | epoch: 1 | remaining: 40s    
step 01557 (86.8%) | loss: 2.932524 | lrm: 0.19 | dt: 182ms | tok/sec: 721,293 | mfu: 41.5% | epoch: 1 | remaining: 40s    
step 01558 (86.8%) | loss: 2.934006 | lrm: 0.19 | dt: 167ms | tok/sec: 785,102 | mfu: 45.1% | epoch: 1 | remaining: 39s    
step 01559 (86.9%) | loss: 2.935379 | lrm: 0.19 | dt: 168ms | tok/sec: 780,484 | mfu: 44.9% | epoch: 1 | remaining: 39s    
step 01560 (86.9%) | loss: 2.930806 | lrm: 0.19 | dt: 168ms | tok/sec: 778,914 | mfu: 44.8% | epoch: 1 | remaining: 39s    
step 01561 (87.0%) | loss: 2.930406 | lrm: 0.19 | dt: 168ms | tok/sec: 777,885 | mfu: 44.7% | epoch: 1 | remaining: 39s    
step 01562 (87.1%) | loss: 2.934206 | lrm: 0.19 | dt: 167ms | tok/sec: 783,714 | mfu: 45.0% | epoch: 1 | remaining: 39s    
step 01563 (87.1%) | loss: 2.932361 | lrm: 0.19 | dt: 167ms | tok/sec: 784,863 | mfu: 45.1% | epoch: 1 | remaining: 39s    
step 01564 (87.2%) | loss: 2.929723 | lrm: 0.19 | dt: 167ms | tok/sec: 784,135 | mfu: 45.1% | epoch: 1 | remaining: 38s    
step 01565 (87.2%) | loss: 2.928826 | lrm: 0.18 | dt: 168ms | tok/sec: 781,006 | mfu: 44.9% | epoch: 1 | remaining: 38s    
step 01566 (87.3%) | loss: 2.928070 | lrm: 0.18 | dt: 166ms | tok/sec: 787,712 | mfu: 45.3% | epoch: 1 | remaining: 38s    
step 01567 (87.3%) | loss: 2.927506 | lrm: 0.18 | dt: 210ms | tok/sec: 623,036 | mfu: 35.8% | epoch: 1 | remaining: 38s    
step 01568 (87.4%) | loss: 2.922562 | lrm: 0.18 | dt: 167ms | tok/sec: 785,695 | mfu: 45.2% | epoch: 1 | remaining: 38s    
step 01569 (87.5%) | loss: 2.923372 | lrm: 0.18 | dt: 167ms | tok/sec: 785,534 | mfu: 45.1% | epoch: 1 | remaining: 37s    
step 01570 (87.5%) | loss: 2.922677 | lrm: 0.18 | dt: 168ms | tok/sec: 779,279 | mfu: 44.8% | epoch: 1 | remaining: 37s    
step 01571 (87.6%) | loss: 2.917267 | lrm: 0.18 | dt: 168ms | tok/sec: 778,502 | mfu: 44.7% | epoch: 1 | remaining: 37s    
step 01572 (87.6%) | loss: 2.916622 | lrm: 0.18 | dt: 168ms | tok/sec: 780,967 | mfu: 44.9% | epoch: 1 | remaining: 37s    
step 01573 (87.7%) | loss: 2.916089 | lrm: 0.18 | dt: 167ms | tok/sec: 784,539 | mfu: 45.1% | epoch: 1 | remaining: 37s    
